uid,time,trade_id,price,amount,exchange,instrmnt,vol_dllr,sell2,Class,Asset,datetime,year,hour
89452488,1660522167000.0,60073421,8.947,3.4615200000000006,polo,dot-usdt,30.97021944,0.0,spot,dot,2022-08-15 00:09:27,2022,0
89452489,1660522172000.0,60073422,8.947,6.02153,polo,dot-usdt,53.87462891,0.0,spot,dot,2022-08-15 00:09:32,2022,0
89452490,1660522176000.0,60073423,8.946,8.08108,polo,dot-usdt,72.29334168,0.0,spot,dot,2022-08-15 00:09:36,2022,0
89452491,1660522185000.0,60073424,8.944,2.17361,polo,dot-usdt,19.440767840000003,0.0,spot,dot,2022-08-15 00:09:45,2022,0
89452492,1660522194000.0,60073425,8.94,3.6550000000000002,polo,dot-usdt,32.6757,0.0,spot,dot,2022-08-15 00:09:54,2022,0
89452493,1660522198000.0,60073426,8.94,6.31747,polo,dot-usdt,56.4781818,0.0,spot,dot,2022-08-15 00:09:58,2022,0
89452494,1660522207000.0,60073427,8.94,8.34594,polo,dot-usdt,74.6127036,0.0,spot,dot,2022-08-15 00:10:07,2022,0
89452495,1660522216000.0,60073428,8.94,6.81167,polo,dot-usdt,60.8963298,0.0,spot,dot,2022-08-15 00:10:16,2022,0
89452496,1660522218000.0,60073429,8.939,13.00888,polo,dot-usdt,116.28637832,0.0,spot,dot,2022-08-15 00:10:18,2022,0
89452497,1660522222000.0,60073430,8.939,1.8118,polo,dot-usdt,16.1956802,0.0,spot,dot,2022-08-15 00:10:22,2022,0
89452498,1660522224000.0,60073431,8.94,7.81319,polo,dot-usdt,69.8499186,0.0,spot,dot,2022-08-15 00:10:24,2022,0
89452499,1660522229000.0,60073432,8.941,7.19214,polo,dot-usdt,64.30492374,0.0,spot,dot,2022-08-15 00:10:29,2022,0
89452500,1660522233000.0,60073433,8.941,0.11202,polo,dot-usdt,1.00157082,0.0,spot,dot,2022-08-15 00:10:33,2022,0
89452501,1660522233000.0,60073434,8.939,4.9907900000000005,polo,dot-usdt,44.61267181,0.0,spot,dot,2022-08-15 00:10:33,2022,0
89452502,1660522233000.0,60073435,8.939,9.999999999999999e-06,polo,dot-usdt,8.939e-05,0.0,spot,dot,2022-08-15 00:10:33,2022,0
89452503,1660522233000.0,60073436,8.933,1.91491,polo,dot-usdt,17.10589103,0.0,spot,dot,2022-08-15 00:10:33,2022,0
89452504,1660522233000.0,60073437,8.89,2.13374,polo,dot-usdt,18.9689486,0.0,spot,dot,2022-08-15 00:10:33,2022,0
89452505,1660522238000.0,60073438,8.891,2.6189,polo,dot-usdt,23.2846399,0.0,spot,dot,2022-08-15 00:10:38,2022,0
89452506,1660522240000.0,60073439,8.89,1.49082,polo,dot-usdt,13.2533898,0.0,spot,dot,2022-08-15 00:10:40,2022,0
89452507,1660522246000.0,60073440,8.892,3.03438,polo,dot-usdt,26.98170696,0.0,spot,dot,2022-08-15 00:10:46,2022,0
89452508,1660522246000.0,60073441,8.892,3.0454900000000005,polo,dot-usdt,27.080497080000004,0.0,spot,dot,2022-08-15 00:10:46,2022,0
89452509,1660522247000.0,60073442,8.893,3.8830999999999998,polo,dot-usdt,34.5324083,0.0,spot,dot,2022-08-15 00:10:47,2022,0
89452510,1660522247000.0,60073443,8.893,0.05408999999999999,polo,dot-usdt,0.48102237,0.0,spot,dot,2022-08-15 00:10:47,2022,0
89452511,1660522255000.0,60073444,8.893,1.6740499999999998,polo,dot-usdt,14.88732665,0.0,spot,dot,2022-08-15 00:10:55,2022,0
89452512,1660522260000.0,60073445,8.895,3.87158,polo,dot-usdt,34.4377041,0.0,spot,dot,2022-08-15 00:11:00,2022,0
89452513,1660522269000.0,60073446,8.919,7.468439999999999,polo,dot-usdt,66.61101636,0.0,spot,dot,2022-08-15 00:11:09,2022,0
89452514,1660522273000.0,60073447,8.907,5.52125,polo,dot-usdt,49.17777375,0.0,spot,dot,2022-08-15 00:11:13,2022,0
89452515,1660522277000.0,60073448,8.925,4.922809999999999,polo,dot-usdt,43.93607925,0.0,spot,dot,2022-08-15 00:11:17,2022,0
89452516,1660522282000.0,60073449,8.925,3.48615,polo,dot-usdt,31.11388875,0.0,spot,dot,2022-08-15 00:11:22,2022,0
89452517,1660522286000.0,60073450,8.925,0.009179999999999999,polo,dot-usdt,0.08193149999999999,0.0,spot,dot,2022-08-15 00:11:26,2022,0
